BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
3,3677,10,BROWNSVILLE II URA,173 SACKMAN STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,16,100,1667,,,,,,,16,37,ERIK MARTIN DILAN,M1-4,,,3036770010,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3677,34,BROWNSVILLE II URA,38 POWELL STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,16,100,1650,,,,,,,16,37,ERIK MARTIN DILAN,M1-4,,,3036770034,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3680,29,E BKLYN INDUST'L PARK-SITE 2,1762 EAST NEW YORK AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,25,70,1650,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036800029,,Y,EDC,O,NO USE-VACANT LAND,,
3,3680,129,E BKLYN INDUST'L PARK-SITE 2,1764 EAST NEW YORK AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,25,75,1819,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036800129,,Y,DCAS,O,NO USE-VACANT LAND,,
3,3680,129,E BKLYN INDUST'L PARK-SITE 2,1764 EAST NEW YORK AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,25,75,1819,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036800129,,Y,EDC,O,NO USE-VACANT LAND,,
3,3681,36,E BKLYN INDUST'L PARK-SITE 5,26 HINSDALE STREET,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036810036,,Y,EDC,O,NO USE-VACANT LAND,,
3,3682,13,E NEW YORK II-SITE 8,,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,19,100,1950,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036820013,,Y,EDC,O,NO USE-VACANT LAND,,
3,3682,14,,35 HINSDALE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,121,50,6525,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036820014,,,DCAS,O,NO USE-VACANT LAND,,
3,3682,27,,2528 ATLANTIC AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,101,2000,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036820027,,,DCAS,O,NO USE-VACANT LAND,,
3,3682,27,,2528 ATLANTIC AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,101,2000,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036820027,,,FIRE,O,OTHER CULTURAL FAC,,
3,3682,28,,2530 ATLANTIC AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,97,1980,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036820028,,,DCAS,O,NO USE-VACANT LAND,,
3,3682,28,,2530 ATLANTIC AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,20,97,1980,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036820028,,,FIRE,O,OTHER CULTURAL FAC,,
3,3692,1,,309 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920001,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,2,,311 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920002,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,3,,307 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920003,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,4,,305 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920004,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,6,,299 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,17,100,1783,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920006,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,12,,283 MOTHER GASTON BOULEVARD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920012,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,15,,273 STONE AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,87,2188,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920015,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,19,,38 LIBERTY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,89,2225,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920019,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,23,,46 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,1,,16,37,ERIK MARTIN DILAN,R6,,,3036920023,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,24,,48 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920024,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,25,,50 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920025,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,26,,52 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,16,100,1667,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920026,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,27,,54 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,16,100,1667,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920027,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,29,,58 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,16,100,1667,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920029,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,30,,66 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,16,100,1667,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920030,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,31,,68 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,16,100,1667,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920031,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,32,,70 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920032,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,34,,72-82 CHRISTOPHER AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920034,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,35,,115 GLENMORE AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,37,100,3750,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920035,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3692,37,,109 GLENMORE AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,37,100,3750,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036920037,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3693,16,,108 LIBERTY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,30,100,3000,,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036930016,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3693,22,,120 LIBERTY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,24,89,2152,I,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036930022,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3693,23,,122 LIBERTY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,28,89,2131,I,,,,,,16,37,ERIK MARTIN DILAN,R6,,,3036930023,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3698,1,BROOKLYN NORTH NARCOTICS,111-13 SNEDIKER AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,40,100,4000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980001,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,3,BROOKLYN NORTH NARCOTICS,109 SNEDIKER AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,19,100,1992,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980003,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,4,BROOKLYN NORTH NARCOTICS,105 SNEDIKER AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980004,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,10,E. BROOKLYN INDUSTRIAL PARK,220-224 LIBERTY AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,50,100,5000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980010,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,12,E. BROOKLYN INDUSTRIAL PARK,226 LIBERTY AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,24,100,2380,I,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980012,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,14,E. BROOKLYN INDUSTRIAL PARK,230 LIBERTY AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980014,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,15,BROOKLYN NORTH NARCOTICS,232 LIBERTY AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,50,100,5000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980015,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,17,E. BROOKLYN INDUSTRIAL PARK,242 LIBERTY AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980017,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,19,E.BROOKLYN INDUSTRIAL PARK,86-90 HINSDALE STREET,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,50,100,5000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980019,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,21,E.BROOKLYN INDUSTRIAL PARK,92 HINSDALE STREET,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980021,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3698,103,BROOKLYN NORTH NARCOTICS,107 SNEDIKER AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036980103,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
3,3699,9,HINSDALE YARD,HINSDALE STREET,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990009,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,10,HINSDALE YARD,73 HINSDALE STREET,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990010,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,12,HINSDALE YARD,240 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,60,1200,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990012,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,13,HINSDALE YARD,252 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,60,1200,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990013,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,14,HINSDALE YARD,254 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,60,1200,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990014,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,15,HINSDALE YARD,236-238 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,60,1200,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990015,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,16,HINSDALE YARD,256 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,80,1600,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990016,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,17,HINSDALE YARD,260 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,80,1600,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990017,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,18,HINSDALE YARD,264 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,80,1600,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990018,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,19,HINSDALE YARD,266 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,80,1600,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990019,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,20,HINSDALE YARD,114 WILLIAMS AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990020,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3699,31,E BKLYN INDUST'L PARK-SITE 17,287 GLENMORE AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,50,100,5000,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990031,,Y,EDC,O,NO USE,FINAL COMMITMNT-DISP,
3,3699,33,E BKLYN INDUST'L PARK-SITE 17,281 GLENMORE AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990033,,Y,EDC,O,NO USE,FINAL COMMITMNT-DISP,
3,3699,36,TLC SCULPTURE PARK.GARDEN,275 GLENMORE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990036,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3699,37,TLC SCULPTURE PARK,273 GLENMORE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990037,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3699,38,TLC SCULPTURE PARK,271 GLENMORE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990038,,Y,PARKS,O,COMMUNITY GARDEN,,
3,3699,116,HINSDALE YARD,258 LIBERTY AVENUE,DHS,DEPT OF HOMELESS SERVICES,V9,VACANT LAND/MISC,20,80,1600,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3036990116,,Y,DHS,O,OUTDOOR PKNG-CLIENTS,,
3,3706,1,,437 GLENMORE AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,29,65,1885,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037060001,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3706,12,EAST NEW YORK I URA,227 VERMONT STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,106,2650,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037060012,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3706,13,EAST NEW YORK I URA,225 VERMONT STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,106,2650,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037060013,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3706,14,,223 VERMONT STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,106,2650,,,,,,,5,37,ERIK MARTIN DILAN,M1-1,,,3037060014,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3706,25,EAST NEW YORK I URA,182 WYONA STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,19,80,1540,,,,,,,5,37,ERIK MARTIN DILAN,M1-1,,,3037060025,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3706,32,,202 WYONA STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,20,100,2000,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037060032,,,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3715,10,E BKLYN INDUST'L PARK-SITE 22,246 GLENMORE AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,19,75,1450,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3037150010,,Y,EDC,O,NO USE-VACANT LAND,,
3,3715,11,EAST BROOKLYN INDUSTRIAL PARK,248 GLENMORE AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,19,75,1450,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3037150011,,,EDC,O,NO USE-VACANT LAND,,
3,3715,12,EAST BROOKLYN INDUSTRIAL PARK,250 GLENMORE AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,19,75,1450,,,,,,,5,37,ERIK MARTIN DILAN,M1-4,,,3037150012,,,EDC,O,NO USE-VACANT LAND,,
3,3722,3,,287 NEW JERSEY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037220003,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3722,4,EAST NEW YORK I URA,283 NEW JERSEY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037220004,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3722,6,,277 NEW JERSEY AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037220006,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3725,12,,492 GLENMORE AVE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037250012,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3725,13,,496 GLENMORE AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,37,ERIK MARTIN DILAN,R5,,,3037250013,,,HPD,O,NO USE,FINAL COMMITMNT-DISP,
3,3729,17,E BKLYN INDUSTRIAL INCUBATOR,1864 PITKIN AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,50,100,5000,,,,,,,16,42,CHARLES BARRON,M1-4,,,3037290017,,,EDC,O,NO USE,FINAL COMMITMNT-DISP,
3,3729,17,E BKLYN INDUSTRIAL INCUBATOR,1864 PITKIN AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,50,100,5000,,,,,,,16,42,CHARLES BARRON,M1-4,,,3037290017,,,DCAS,O,NO USE-VACANT LAND,,
3,4585,206,SPRING CREEK PARK,DREW ST,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,182,216,25950,I,,,,,,5,42,CHARLES BARRON,PARK,,,3045850206,Y,,PARKS,O,PARK,,
3,3729,24,E BKLYN INDUSTRIAL INCUBATOR,1886 PITKIN AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,50,100,5000,,,,,,,16,42,CHARLES BARRON,M1-4,,,3037290024,,,EDC,O,NO USE,FINAL COMMITMNT-DISP,
3,3729,24,E BKLYN INDUSTRIAL INCUBATOR,1886 PITKIN AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,50,100,5000,,,,,,,16,42,CHARLES BARRON,M1-4,,,3037290024,,,DCAS,O,NO USE-VACANT LAND,,
3,3738,30,PS 292 PLAYGROUND,NEW JERSEY AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,175,100,17500,,,,,,,5,37,ERIK MARTIN DILAN,PARK,,,3037380030,,Y,PARKS,O,PLAYGROUND,,
3,3738,39,PS 292 PLAYGROUND,395 BELMONT AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,34,125,4250,,,,,,,5,37,ERIK MARTIN DILAN,PARK,,,3037380039,,,PARKS,O,PLAYGRND/SPORTS AREA,,
3,3739,1,PS 292 PLAYGROUND,409 NEW JERSEY AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,100,100,10000,,,,,,,5,37,ERIK MARTIN DILAN,PARK,,,3037390001,,Y,PARKS,O,PLAYGRND/SPORTS AREA,,
3,3739,29,PS 292 PLAYGROUND,338 VERMONT STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,150,100,15000,,,,,,,5,37,ERIK MARTIN DILAN,PARK,,,3037390029,,Y,PARKS,O,PLAYGRND/SPORTS AREA,,
3,3743,18,CARTER G WOODSON CHILDRENS PK,114 BELMONT AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,41,DARLENE MEALY,PARK,,,3037430018,,Y,PARKS,O,PARK,,
3,3743,19,CARTER G WOODSON CHILDRENS PK,120 BELMONT AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,75,400,30000,I,,,,,,16,41,DARLENE MEALY,PARK,,,3037430019,,Y,PARKS,O,PARK,,
3,3743,35,CARTER G WOODSON CHILDRENS PK,369 SUTTER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,100,2500,,,,,,,16,41,DARLENE MEALY,PARK,,,3037430035,,Y,PARKS,O,PARK,,
3,3743,36,CARTER G WOODSON CHILDRENS PK,367-65 SUTTER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,50,100,5000,,,,,,,16,41,DARLENE MEALY,PARK,,,3037430036,,Y,PARKS,O,PARK,,
3,3744,1,PS 150 PLAYGROUND ADDITION,213 CHRISTOPHER AVENUE,EDUC,DEPT OF EDUCATION,V9,VACANT LAND/MISC,41,100,4167,,,,,,,16,41,DARLENE MEALY,R6,,,3037440001,,,EDUC,O,PLAYGROUND,,
3,3751,30,NYPD PARKING,561 SUTTER AVENUE,NYPD,POLICE DEPARTMENT,V9,VACANT LAND/MISC,25,100,2500,,,,,,,5,42,CHARLES BARRON,C4-3,,,3037510030,,,NYPD,O,OUTDR PKNG-EMPLOYEES,,
3,3753,3,E. BKLYN INDUSTRIAL PARK,299 GEORGIA AVENUE,EDC,ECONOMIC DEVELOPMENT CORPORATION,V9,VACANT LAND/MISC,24,95,2367,,,,,,,5,42,CHARLES BARRON,C4-3,,,3037530003,,Y,EDC,O,NO USE,FINAL COMMITMNT-DISP,
